微博内容,点赞数,情感类别,情感得分,主题_0,主题_1,主题_2,主题_3,主题_4,主题_5,主题_6,主题_7,主题_8,主题_9,关键词_今天,关键词_亿元,关键词_智能,关键词_增长,关键词_科技,关键词_测试,关键词_出租车,关键词_出行,关键词_市场,关键词_不止,关键词_第一次,关键词_robotaxi,关键词_ai,关键词_自动,关键词_看到,关键词_已经,关键词_可以,关键词_真的,关键词_全球,关键词_体验,情感得分加权
经朋友提醒才意识到萝卜快跑后台一直是有人盯着的，，，好吧你们听我唱了那么多歌就给我打点钱吧！,3.0,正面,0.5509787201881409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9596955180168152,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6529361605644226
下雨天打车半天打不到，两个平台打了二十多种车型最后是萝卜快跑试用车接单…也是赶上新鲜了…,2.0,正面,0.5135765075683594,0.0,0.0,0.9681900143623352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0271530151367188
空轨就是这个，就是倒着朝下的有轨车（图是随便找的，不是我自己拍的）。在光谷那边可以坐，很像日漫里面的车，拍照很好看。无人驾驶是指的那个萝卜快跑的无人驾驶出租车，可以在app或小程序上约车。汉阳那边投放的比较多，路上都是，汉口和武昌这边偶尔能碰到。,25.0,正面,0.9652599692344666,0.46140873,0.5269923210144043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,24.131499230861664
妈的，，，萝卜快跑，，，真是资本让我又爽了一下。怕臭车的可以去打最贵的那个档。。。。。初音未来,2.0,负面,0.7712432742118835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.957223117351532,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.542486548423767
我靠那个百度都可以直接打到萝卜快跑了我朋友打了震惊我SOS,2.0,负面,0.5129523277282715,0.0,0.9449531435966492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.025904655456543
确认这车里面，一个人没有。真正的无人驾驶。萝卜快跑2东莞·东莞旗峰公园,2.0,负面,0.8138628602027893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9588937163352966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6277257204055786
这个萝卜快跑该叫萝卜慢走,1.0,负面,0.8598899841308594,0.012598086,0.010572648607194424,0.897774875164032,0.0,0.01076669804751873,0.0,0.012784916907548904,0.014770779758691788,0.011623576283454895,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8598899841308594
碰到萝卜快跑的车，提前远离，因为你不知道它在什么时候就会突然减速急刹。,2.0,正面,0.5267460346221924,0.9600874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0534920692443848
下雨天最喜欢打萝卜快跑出去办事安静听音乐小憩片刻谁说生命不是一场美好的旅程呢,2.0,正面,0.9355911016464233,0.1586245,0.0,0.0,0.0,0.8130550980567932,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8711822032928467
萝卜挺好事儿的，它也停下来看看…萝卜快跑百亿流量扶持计划L我的昵称不记得了的微博,5.0,正面,0.8402421474456787,0.0,0.0,0.0,0.0,0.0,0.0,0.9633371233940125,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2012107372283936
整车异常摇晃、无障碍物情况下误判刹停，多次违,5.0,负面,0.973959743976593,0.0,0.0,0.0,0.0,0.9450441598892212,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.869798719882965
真服了萝卜快跑，有一百条路可以走，非要走杨泗港快速路，堵车堵的稀烂，又抢不赢别人，怎么拿我的时间练技术吗？,1.0,负面,0.9681023955345154,0.0,0.0,0.0,0.9650095701217651,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9681023955345154
我恨这个叫萝卜快跑的无人驾驶测试车在上班时间在马路上发疯所以车都避让它害得分秒必争的我迟到一分钟！！恨,2.0,负面,0.8250946998596191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9656607508659363,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6501893997192383
特斯拉的Robotaxi试运营因安全问题受到关注，但马斯克计划在未来快速扩张。与之相比，中国的萝卜快跑在国内外市场迅速扩展，已在15座城市实现全面开放，而其生产成本和技术安全优势使其在竞争中领先。整体行业正面临中美之间在无人驾驶技术上的激烈竞争，政策支持成为关键因素。,1.0,正面,0.9250256419181824,0.0,0.0,0.0,0.0,0.0,0.0,0.5515828132629395,0.4391934275627136,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.9250256419181824
优点1.安全有保障，探测到有人有车，就会停在那里，等人车过去之后，才会启动，2.速度也还可以，高峰的时速能到60公里，3,2.0,正面,0.987797200679779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9749329686164856,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.975594401359558
昨天中午，送外卖途中，经过广州市天河区棠下到车陂的BRT路段，看到一辆小型的自动驾驶公交车，车顶四个角都有大大的摄像头，驾驶位有一个司机，车内大概坐了5、6个乘客。自动驾驶公交车的车速不快，会自动停靠BRT公交车的闸门，让乘客下车。这么说来，想起前几年，自动驾驶汽车这玩意，一个是早就在,2.0,负面,0.5294395685195923,0.0,0.0,0.9902821779251099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0588791370391846
北京·亦庄·萝卜快跑自动驾驶初体验🚕第一次见满大街的无人驾驶，亦庄这都这么先进啦～尝鲜不甘人后立刻下载App体验，对我来说它最大的优势是我可以不顾及司机的意愿，肆无忌惮的点歌听歌唱歌好好玩下次还坐2北京·亦庄,2.0,正面,0.9091387987136841,0.0,0.0,0.9866216778755188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1.8182775974273682
“未来十亿美金的业务最终可能只有一个人。”这不仅是一个大胆的预测，更是对商业模式颠覆性的深刻洞察。随着AI的崛起，价值创造的主体正在从人转向算法。自动驾驶已是先兆！更多行业也正在经历类似变革2025正和岛案例共学年会向新力AI+先行者创新大集商业趋势智能时代领导力AI企业变革,2.0,正面,0.8732187151908875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9912668466567993,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.746437430381775
特斯拉Robotaxi上路了！纯视觉方案卷死老对手！特斯拉Robotaxi马斯克自动驾驶,1.0,正面,0.9407728314399719,0.0,0.0,0.0,0.0,0.0,0.0,0.9601650238037109,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.9407728314399719
坐了萝卜快跑,1.0,负面,0.9064050316810608,0.037515838,0.03148428723216057,0.036155398935079575,0.028751669451594353,0.03206215053796768,0.0294872485101223,0.03807219862937927,0.7034143805503845,0.034613847732543945,0.028442926704883575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9064050316810608
特斯拉Robotaxi上路，一口价4.2美元打“无人车”特斯拉Robotaxi无人驾驶马斯克特斯拉Robotaxi正式上线,3.0,正面,0.9777312874794006,0.0,0.0,0.0,0.0,0.0,0.0,0.9704350829124451,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.933193862438202
特斯拉在得州奥斯汀正式推出无人驾驶出租车Robotaxi服务，10台左右的焕新ModelY作为首批无人驾驶出租车投入使用，开始接送首批乘客。该服务运营时间设定为每日早上6点至午夜。服务范围限定在奥斯汀中南部（290号公路以北）的特定地理围栏区域内。该区域避开了城市中较为复杂的十字路口，以确保服务,12.0,正面,0.9487203359603882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18698346614837646,0.8045151829719543,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11.384644031524658
最主要不会碰到司乘纠纷,1.0,正面,0.9241704344749451,0.010315148,0.0,0.0,0.0,0.0,0.914466142654419,0.010468116030097008,0.01209406927227974,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9241704344749451
咋样现在这个车行驶起来顺畅不？,1.0,正面,0.5662516951560974,0.0,0.0,0.0,0.0,0.0,0.0,0.9295898675918579,0.01023820135742426,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5662516951560974
上周才去完武汉，感觉好的酒店太少,1.0,正面,0.7755880951881409,0.012598454,0.01057295873761177,0.012141596525907516,0.0,0.0107670146971941,0.8955326080322266,0.01278528943657875,0.014771229587495327,0.011623918078839779,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7755880951881409
主驾能做吗,1.0,负面,0.7843844294548035,0.037531964,0.6907800436019897,0.03617095202207565,0.028764039278030396,0.032075945287942886,0.02949993684887886,0.03808857500553131,0.0440046451985836,0.034628741443157196,0.028455164283514023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7843844294548035
鹏鹏车咋不开。。,1.0,负面,0.7782459259033203,0.022616358,0.8136674165725708,0.021796226501464844,0.017332900315523148,0.019328618422150612,0.01777634397149086,0.022951764985919,0.02651672624051571,0.02086690627038479,0.017146775498986244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7782459259033203
上次傻缺萝卜在庙山路中间停下来放人下车，我在后面急死了,1.0,负面,0.529586672782898,0.0,0.0,0.0,0.0,0.9554978013038635,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529586672782898
可是汉阳很少啊,2.0,正面,0.8905805349349976,0.016183436,0.013581573963165283,0.01559657882899046,0.012402786873281002,0.013830848969519138,0.012720098719000816,0.016423439607024193,0.018974432721734047,0.014931591227650642,0.8653551936149597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7811610698699951
资本运作的同时也是会抢到出租车司机们都饭碗。,1.0,正面,0.9505017995834351,0.010315109,0.0,0.0,0.0,0.0,0.0,0.01046808622777462,0.012094113044440746,0.0,0.9141790866851807,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9505017995834351
就跟现在的美团淘宝买菜差不多的模式，先是惨无人道的降价和强调便捷优势，等市场垄断，你们没得选择了，然后就是他收割的时候。他们以极限的价从生产方收购，然后以高价卖给各大韭菜们，远的不说，就以西瓜为例，外面卖的西瓜几块钱一个或者几毛钱一斤，但是各种电商超市却要三五十，就是这个道理,1.0,负面,0.9709723591804504,0.0,0.0,0.0,0.0,0.0,0.0,0.9899179339408875,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9709723591804504
不也是抢了出租车的生意吗？就是大吞掉小，然后垄断盈利，资本过后，没有人能逃避,1.0,负面,0.811580240726471,0.0,0.0,0.0,0.0,0.0,0.0,0.41261154413223267,0.0,0.5549151301383972,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.811580240726471
它车上会配备司机吗？还是完全没有驾驶员,17.0,负面,0.9230018258094788,0.0,0.0,0.0,0.0,0.0,0.5601373910903931,0.0,0.0,0.38406792283058167,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.691031038761139
无人车，未来已来，期待。,5.0,正面,0.9743404984474182,0.012597942,0.010572530329227448,0.8977761268615723,0.0,0.010766577906906605,0.0,0.012784775346517563,0.01477059442549944,0.011623446829617023,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.871702492237091
有个想法，既然都是无人驾驶了，那是不是司机座也不需要了，以后前排也3个座位，6个座位都用来坐人,28.0,正面,0.5702700018882751,0.0,0.0,0.0,0.0,0.0,0.9650923013687134,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.967560052871704
要是碰到鬼探头它能反应过来吗？,3.0,负面,0.8630901575088501,0.9166631,0.0,0.0,0.0,0.0,0.0,0.010469439439475536,0.01209559291601181,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5892704725265503
为什么还有驾驶室和方向盘跟我想的无人驾驶车完全不一样,22.0,负面,0.9327258467674255,0.0,0.0,0.695124089717865,0.0,0.0,0.0,0.0,0.0,0.2504158020019531,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.519968628883362
我有一辆网约，我想问问，我在家睡觉它在外面帮我赚钱,55.0,负面,0.7797676920890808,0.0,0.0,0.0,0.0,0.9377343058586121,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.887223064899445
勺萝卜！前天搬家的货车还被勺萝卜别了，司机破口大骂无人在听,13.0,负面,0.902805745601654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9471753835678101,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.736474692821503
我上次回家就看见有个萝卜实线掉头，周围一堆车从它身边擦过还都不减速,1.0,负面,0.9576910138130188,0.96008277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9576910138130188
无人驾驶你都敢别啊，小心ai怒了。。,9.0,负面,0.8292623162269592,0.01618241,0.013580710627138615,0.015595587901771069,0.012401998974382877,0.013829970732331276,0.01271929033100605,0.016422398388385773,0.8720681667327881,0.01493064220994711,0.012268823571503162,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.463360846042633
得让它来川A试试,2.0,正面,0.7584772109985352,0.022614917,0.018979044631123543,0.021794835105538368,0.017331795766949654,0.01932738535106182,0.01777520962059498,0.022950300946831703,0.8212152719497681,0.02086557447910309,0.017145682126283646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5169544219970703
在武汉坐过一次，网约车司机朝窗户上吐口水,2.0,负面,0.5151786208152771,0.0,0.0,0.0,0.0,0.0,0.937230110168457,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0303572416305542
不懂就问，既然是无人驾驶了，为啥还要保留方向盘，去掉方向盘不是还能多坐个人吗？,2.0,负面,0.8849738836288452,0.0,0.0,0.0,0.955028235912323,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7699477672576904
欢迎闯哥来武汉体验无人驾驶，萝卜快跑的两座MPV车型体验下来算是很不错了，后备箱空间也大～,1.0,正面,0.9935292601585388,0.0,0.0,0.4161894619464874,0.0,0.0,0.55693119764328,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9935292601585388
这还是第二版车型了，所以去年第一版车型就是我今天吃饭跟你说的，内裤湿了...,1.0,负面,0.7414384484291077,0.0,0.0,0.0,0.0,0.0,0.0,0.9633410573005676,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7414384484291077
上个月自驾去武汉，司机的彪悍程度连兰州的一根毛都比不上,1.0,负面,0.6325867772102356,0.0,0.9507317543029785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6325867772102356
告诉你，这个苕萝卜最近升级了，TMD会别车了。,9.0,正面,0.7095679044723511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9370138645172119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.38611114025116
萝卜快跑更准确的说，应该叫远程有人驾驶。,3.0,正面,0.965801477432251,0.9294669,0.0,0.0,0.0,0.0,0.0,0.0,0.010237254202365875,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.897404432296753
这车能做5个乘客吗？,4.0,负面,0.9324510097503662,0.022611577,0.0189762432128191,0.021791620180010796,0.01732923649251461,0.0193245317786932,0.8125030994415283,0.02294691652059555,0.026511160656809807,0.02086249366402626,0.01714315079152584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.729804039001465
拉及公司的东西，谁买谁当小白鼠。软件出bug太正常了，车企承担责任之前，我是不敢用智驾了,1.0,负面,0.9779761433601379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9621745944023132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9779761433601379
想问这样的车真的可以上常规交通路段吗？交警是允许的吗？,2.0,负面,0.7811669111251831,0.0,0.0,0.9457815289497375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.5623338222503662
好奇什么感受啊无司机车,2.0,负面,0.6391067504882812,0.89823765,0.0105720404535532,0.012140542268753052,0.0,0.010766078718006611,0.0,0.012784179300069809,0.014769918285310268,0.011622908525168896,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2782135009765625
哈哈现在喊司机不喊司机了喊萝卜,1.0,正面,0.6716928482055664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.930974006652832,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6716928482055664
嗓音好听，多说,3.0,正面,0.9454832077026367,0.022614429,0.018978632986545563,0.021794363856315613,0.01733141951262951,0.019326966255903244,0.8124794363975525,0.02294980175793171,0.026514459401369095,0.020865121856331825,0.0171453095972538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83644962310791
如果乘客受不了了自己坐到驾驶座上开会如何？,1.0,负面,0.6420854926109314,0.0,0.0,0.0,0.0,0.0,0.9372269511222839,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6420854926109314
这个车难道不是有人在远程遥控吗,3.0,负面,0.7488617897033691,0.92946273,0.0,0.0,0.0,0.0,0.0,0.0,0.010237847454845905,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2465853691101074
我之前也对着它骂了一路气死了本来就急我那边又比较偏又是第一次打到它我都不知道本来就勾选了萝卜车取消了三次还是它无可奈何赶不上了就上了看到前面老远在闪我跑上去太气人了,66.0,负面,0.9521918296813965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9789745211601257,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,62.84466075897217
司机情绪平稳到都看不到人影了,38.0,正面,0.7093307375907898,0.91666377,0.0,0.0,0.0,0.0,0.0,0.010469342581927776,0.012095505371689796,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.954568028450012
看的出来司机情绪很稳定,403.0,正面,0.9912705421447754,0.012597501,0.010572160594165325,0.01214067917317152,0.6392775177955627,0.01076620165258646,0.0,0.012784327380359173,0.2707861661911011,0.011623039841651917,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.4820284843445
这乘客是什么口音求科普😲,9.0,负面,0.5757684111595154,0.0125987595,0.010573216713964939,0.012141896411776543,0.0,0.010767277330160141,0.8955301642417908,0.012785601429641247,0.014771521091461182,0.011624201200902462,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.181915700435638
笑死了救命啊！“干什么大哥，我叫了你车子你干什么！”（车子跑了）,1.0,负面,0.641431987285614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010238958522677422,0.9287795424461365,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.641431987285614
是的，我在路上看到好多,1.0,正面,0.6185893416404724,0.8693027,0.013578075915575027,0.015592562034726143,0.012399592436850071,0.013827287591993809,0.012716823257505894,0.01641921140253544,0.0189695842564106,0.014927745796740055,0.012266443111002445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6185893416404724
很智障，上次看它一瞬间变三个道，钩子一拽就闪出去了，真的笑死,1.0,负面,0.7254378795623779,0.0,0.0,0.0,0.0,0.9377366304397583,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7254378795623779
我家附近最近几次堵车都是萝卜因为商场有一个路口没有红绿灯然后就一直有人过马路萝卜就停在那里一直等,2.0,正面,0.5383954644203186,0.066888474,0.0,0.0,0.0,0.0,0.0,0.0,0.9129763245582581,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0767909288406372
这应该是有安全员在车上开的情况,48.0,负面,0.5120033025741577,0.012597733,0.010572356171905994,0.012140903621912003,0.0,0.010766400024294853,0.6204982399940491,0.28782492876052856,0.014770317822694778,0.011623254977166653,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.57615852355957
萝卜现在都会滴喇叭了，上次绿灯前面一个车没走萝卜滴滴，我以为有人开呢，车从我旁边过去才看到没人，萝卜也是长大了,59.0,负面,0.7309035062789917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7268422842025757,0.24909719824790955,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43.12330687046051
自动驾驶的算法终于提高了，这是进步,254.0,正面,0.9912992119789124,0.0,0.0,0.9385695457458496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,251.78999984264374
萝卜快跑平时稳得很，肯定是人在开,1.0,正面,0.7060371041297913,0.012600675,0.01057482324540615,0.012143738567829132,0.0,0.01076891366392374,0.0,0.89839768409729,0.014773816801607609,0.011625967919826508,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7060371041297913
关注！萝卜快跑,1.0,正面,0.8258819580078125,0.022608532,0.018973682075738907,0.02178867906332016,0.017326898872852325,0.019321925938129425,0.01777018792927265,0.4852101504802704,0.3589994013309479,0.020859679207205772,0.017140837386250496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8258819580078125
红车责任没跑，但这一看就是测试员在开车,1.0,负面,0.7836825847625732,0.0,0.0,0.0,0.1550392508506775,0.0,0.7879859209060669,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7836825847625732
逼压低车主很可恶，大家发现了没有，我在鄂A,1.0,负面,0.6686887145042419,0.0,0.0,0.0,0.0,0.0,0.0,0.9295879602432251,0.01023847796022892,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6686887145042419
北京有了萝卜快跑了。,1.0,负面,0.632816731929779,0.022607991,0.018973227590322495,0.8165509104728699,0.017326483502984047,0.019321462139487267,0.017769761383533478,0.022943271324038506,0.026507236063480377,0.020859181880950928,0.017140427604317665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.632816731929779
老友技术秀翻天，自动驾驶走起如神游！加油，老友！,1.0,正面,0.9937301874160767,0.0,0.0,0.9514796137809753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9937301874160767
但凡当时多走一步我们都不用等这么久,1.0,正面,0.7131618857383728,0.0,0.0,0.0,0.0,0.0,0.0,0.9295788407325745,0.010239847004413605,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7131618857383728
请叫它苕萝卜,1.0,负面,0.6992599368095398,0.69694424,0.031484294682741165,0.03615541011095047,0.0287516750395298,0.03206215798854828,0.029487255960702896,0.03807220980525017,0.043985966593027115,0.03461385518312454,0.028442934155464172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6992599368095398
有一部分传感摄像头在中后视镜后面吧～我记得现在MPV那种大玻璃车都不用对开雨刮就是因为对开的刮不到摄像头,1.0,正面,0.7725809812545776,0.0,0.0,0.0,0.0,0.0,0.9730643630027771,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7725809812545776
比某些人类开的臭车吵车摇摇车好多了,1.0,正面,0.9892977476119995,0.92945105,0.0,0.0,0.0,0.0,0.0,0.0,0.010239635594189167,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9892977476119995
我估计不会比萝卜好很多,3.0,正面,0.5752077698707581,0.012597499,0.010572158731520176,0.012140677310526371,0.0,0.010766198858618736,0.0,0.0127843227237463,0.9004090428352356,0.011623037979006767,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7256233096122742
挺期待无人驾驶的呀，真的很好奇！,2.0,正面,0.9918087124824524,0.012597393,0.010572066530585289,0.012140573002398014,0.0,0.010766105726361275,0.0,0.01278421189635992,0.014769947156310081,0.011622937396168709,0.8951907753944397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.9836174249649048
这感觉就是萝卜快跑了啊，哈哈,2.0,正面,0.8900207281112671,0.012596742,0.01057151984423399,0.012139943428337574,0.0,0.010765548795461655,0.0,0.012783550657331944,0.9004150629043579,0.011622335761785507,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7800414562225342
无人驾驶这个安全不很想知道其实如果安全的话可以推行,1.0,正面,0.6548656821250916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9572264552116394,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6548656821250916
酷吗？副驾一个监管，远程一个监管，离无人差太远了,1.0,负面,0.9456696510314941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9401507377624512,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9456696510314941
差太多了，天差地别。题都不是一个题。L2/3和L4完全是两个产品，互相之间技术上有联系，但定义上完全没必要合到一起，各走各路挺好的。微博正文,1.0,负面,0.9622147083282471,0.0,0.0,0.0,0.0,0.0,0.9780732989311218,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9622147083282471
